loss: 720.4892251491547, accuracy: 0.1 
loss: 720.1217653751373, accuracy: 0.1 
loss: 719.6008660793304, accuracy: 0.1 
loss: 718.5511167049408, accuracy: 0.1542 
loss: 716.0078663825989, accuracy: 0.1675 
loss: 708.1493327617645, accuracy: 0.1657 
loss: 686.5380084514618, accuracy: 0.1763 
loss: 664.0423321723938, accuracy: 0.2085 
loss: 639.4959111213684, accuracy: 0.2332 
loss: 623.9394357204437, accuracy: 0.267 
loss: 607.0200023651123, accuracy: 0.2887 
loss: 586.3008449077606, accuracy: 0.3096 
loss: 568.8811601400375, accuracy: 0.3343 
loss: 556.1143934726715, accuracy: 0.3374 
loss: 545.1882781982422, accuracy: 0.3502 
loss: 531.7090066671371, accuracy: 0.3644 
loss: 523.1999881267548, accuracy: 0.3872 
loss: 519.7039456367493, accuracy: 0.3874 
loss: 508.5529440641403, accuracy: 0.4059 
loss: 504.23361563682556, accuracy: 0.4071 
loss: 499.6577715873718, accuracy: 0.4143 
loss: 504.8312238454819, accuracy: 0.4064 
loss: 489.20912063121796, accuracy: 0.4277 
loss: 483.9132388830185, accuracy: 0.4354 
loss: 484.5942579507828, accuracy: 0.4339 
loss: 475.9248093366623, accuracy: 0.4454 
loss: 472.6116769313812, accuracy: 0.4493 
loss: 470.42943024635315, accuracy: 0.4551 
loss: 465.1886601448059, accuracy: 0.4579 
loss: 461.8621029853821, accuracy: 0.4619 
loss: 460.9589343070984, accuracy: 0.4679 
loss: 458.6096284389496, accuracy: 0.4657 
loss: 455.6434179544449, accuracy: 0.4711 
loss: 448.01781713962555, accuracy: 0.4849 
loss: 441.2410532236099, accuracy: 0.489 
loss: 441.43775701522827, accuracy: 0.4899 
loss: 434.8860192298889, accuracy: 0.4982 
loss: 434.0617643594742, accuracy: 0.4971 
loss: 437.68650156259537, accuracy: 0.4934 
loss: 436.4256189465523, accuracy: 0.4985 
loss: 426.77680200338364, accuracy: 0.5116 
loss: 426.97321408987045, accuracy: 0.5082 
loss: 419.3506597876549, accuracy: 0.5188 
loss: 420.83917248249054, accuracy: 0.5153 
loss: 414.35313618183136, accuracy: 0.5257 
loss: 415.80186718702316, accuracy: 0.5237 
loss: 410.0451065301895, accuracy: 0.5345 
loss: 411.544801235199, accuracy: 0.5287 
loss: 407.04526072740555, accuracy: 0.5342 
loss: 405.887354016304, accuracy: 0.5338 
loss: 406.56554901599884, accuracy: 0.5326 
loss: 403.48178493976593, accuracy: 0.541 
loss: 397.53833931684494, accuracy: 0.5467 
loss: 401.56569254398346, accuracy: 0.5452 
loss: 398.6331353187561, accuracy: 0.5451 
loss: 392.85714197158813, accuracy: 0.5515 
loss: 394.60045701265335, accuracy: 0.5545 
loss: 402.51520949602127, accuracy: 0.542 
loss: 392.96758276224136, accuracy: 0.5546 
loss: 392.62138164043427, accuracy: 0.5582 
loss: 386.9427902698517, accuracy: 0.5596 
loss: 387.1320398449898, accuracy: 0.5598 
loss: 385.22455298900604, accuracy: 0.5648 
loss: 382.3703064918518, accuracy: 0.566 
loss: 380.4704135656357, accuracy: 0.562 
loss: 380.12885600328445, accuracy: 0.5706 
loss: 380.10853576660156, accuracy: 0.5698 
loss: 382.55226492881775, accuracy: 0.5612 
loss: 377.8512713909149, accuracy: 0.574 
loss: 383.57437121868134, accuracy: 0.5689 
loss: 374.59712052345276, accuracy: 0.5789 
loss: 372.8442801833153, accuracy: 0.5765 
loss: 379.85641449689865, accuracy: 0.573 
loss: 371.8131046295166, accuracy: 0.5807 
loss: 372.1438164114952, accuracy: 0.5834 
loss: 369.6685982942581, accuracy: 0.5827 
loss: 372.5966838002205, accuracy: 0.584 
loss: 369.39381819963455, accuracy: 0.5834 
loss: 371.94337886571884, accuracy: 0.5854 
loss: 367.57765543460846, accuracy: 0.5879 
loss: 369.55186998844147, accuracy: 0.587 
loss: 368.927762567997, accuracy: 0.589 
loss: 369.49101972579956, accuracy: 0.5935 
loss: 371.6587176322937, accuracy: 0.5885 
loss: 363.38244700431824, accuracy: 0.5965 
loss: 365.45790910720825, accuracy: 0.5931 
loss: 372.9349860548973, accuracy: 0.5867 
loss: 364.7255222797394, accuracy: 0.5955 
loss: 368.1244864463806, accuracy: 0.5935 
loss: 361.33696818351746, accuracy: 0.6035 
loss: 362.8039535880089, accuracy: 0.5984 
loss: 362.18252342939377, accuracy: 0.5975 
loss: 363.52767020463943, accuracy: 0.6018 
loss: 367.7222158908844, accuracy: 0.5957 
loss: 365.81940883398056, accuracy: 0.6024 
loss: 371.77818793058395, accuracy: 0.5969 
loss: 365.8051164150238, accuracy: 0.603 
loss: 370.0238502025604, accuracy: 0.5992 
loss: 364.6452442407608, accuracy: 0.5975 
loss: 363.8864936232567, accuracy: 0.6054 
loss: 371.31335854530334, accuracy: 0.599 
loss: 369.35614836215973, accuracy: 0.5934 
loss: 367.2322694659233, accuracy: 0.6021 
loss: 364.51256996393204, accuracy: 0.6023 
loss: 365.60696160793304, accuracy: 0.6091 
loss: 367.9378520846367, accuracy: 0.607 
loss: 365.31739604473114, accuracy: 0.6022 
loss: 375.6537817120552, accuracy: 0.5966 
loss: 370.50476229190826, accuracy: 0.6017 
loss: 370.09083116054535, accuracy: 0.6036 
loss: 367.07847410440445, accuracy: 0.5991 
loss: 370.6565752029419, accuracy: 0.6072 
loss: 367.85014563798904, accuracy: 0.6043 
loss: 371.5494412779808, accuracy: 0.6028 
loss: 375.83764612674713, accuracy: 0.602 
loss: 372.65364360809326, accuracy: 0.6017 
loss: 373.21012818813324, accuracy: 0.606 
loss: 374.55860590934753, accuracy: 0.6082 
loss: 367.49325704574585, accuracy: 0.6092 
